股票id	股票名	价格	涨跌幅(%)	换手率(%)	市盈率	市净率	行业板块	社保基金	社保基金数	公告日期	送股	转股	派息	除权日	登记日
61	农 产 品	6.62	-0.30	1.20	51.82	1.93	专业市场	[]	0	2023-04-27	0	0	0.4	--	--
62	深圳华强	11.91	-0.75	0.48	14.52	1.75	其他电子	[]	0	2023-04-20	0	0	3	2023-04-27	2023-04-26
63	中兴通讯	33.45	-0.54	1.70	18.63	2.59	通信传输设备	['全国社保基金一一三组合', '全国社保基金一一二组合', '全国社保基金一一一组合']	3	2023-03-11	0	0	4	--	--
65	北方国际	20.09	+4.04	10.41	27.76	2.61	国际工程承包	[]	0	2023-04-25	0	0	0.6349	--	--
66	中国长城	11.26	+2.27	2.32	--	2.72	计算机设备	[]	0	2023-04-29	0	0	0.07	--	--
68	华控赛格	3.14	-3.38	1.46	--	169.43	环保工程及服务	[]	0	2023-04-29	0	0	0	--	--
69	华侨城Ａ	4.92	+1.23	1.09	--	0.62	房地产开发	['全国社保基金一一四组合', '全国社保基金四零三组合', '全国社保基金四一三组合']	3	2023-03-31	0	0	0	--	--
70	特发信息	7.86	-1.50	3.19	--	3.87	通信传输设备	[]	0	2023-04-28	0	0	0	--	--
78	海王生物	3.47	-0.57	0.71	--	2.01	医药生物	[]	0	2023-04-28	0	0	0	--	--
88	盐 田 港	5.52	+0.91	0.79	26.27	1.29	高速公路	[]	0	2023-04-29	0	0	0.45	--	--
89	深圳机场	7.38	+0.96	0.68	--	1.43	机场	[]	0	2023-03-31	0	0	0	--	--
90	天健集团	5.51	-0.54	1.15	8.19	0.95	房地产开发	[]	0	2023-04-14	0	0	3.2	--	--
96	广聚能源	8.36	+0.12	0.28	79.09	1.71	石油贸易	[]	0	2023-04-18	0	0	0.3	--	--
99	中信海直	7.77	+0.78	1.27	31.43	1.21	航空运输	['全国社保基金四一三组合']	1	2023-03-23	0	0	0.65	--	--
100	TCL科技	3.95	+0.77	1.12	--	1.36	显示器件	[]	0	2023-04-26	0	1	0	2023-05-08	2023-05-05
150	*ST宜康			0.00	--	--	医疗服务	[]	0	2023-04-29	0	0	0	--	--
151	中成股份	12.37	-0.72	2.74	--	6.22	贸易	[]	0	2023-04-29	0	0	0	--	--
153	丰原药业	10.04	-1.57	3.04	20.42	1.87	化学制剂	[]	0	2023-04-20	0	0	1	--	--
155	川能动力	14.41	-2.04	0.87	28.11	3.77	新能源发电	[]	0	2023-03-31	0	0	0	--	--
156	华数传媒	9.70	-3.10	1.91	22.60	1.29	有线电视网络	[]	0	2023-04-29	0	0	2.2	--	--
157	中联重科	6.58	0.00	0.54	25.84	1.05	工程机械	[]	0	2023-03-31	0	0	3.2	--	--
158	常山北明	7.01	+0.57	4.08	--	1.91	IT服务	[]	0	2023-04-17	0	0	0	--	--
159	国际实业	7.69	+1.18	0.96	13.12	1.46	石油贸易	[]	0	2023-04-20	0	0	0	--	--
166	申万宏源	4.81	+3.00	1.02	32.30	1.24	证券	[]	0	2023-03-31	0	0	0.3	--	--
301	东方盛虹	12.44	-0.88	0.68	141.63	3.36	涤纶	[]	0	2023-04-18	0	0	1	--	--
333	美的集团	55.33	-2.21	0.50	12.77	2.55	空调	[]	0	2023-04-29	0	0	25	--	--
338	潍柴动力	12.80	+1.03	2.87	19.74	1.48	汽车零部件	['全国社保基金一一四组合']	1	2023-03-31	0	0	1.58	--	--
400	许继电气	22.80	+0.93	1.69	28.45	2.25	电网自动化	[]	0	2023-04-08	0	0	1.4	--	--
401	冀东水泥	8.48	+2.05	1.16	28.23	0.76	水泥制造	['全国社保基金一零六组合']	1	2023-03-29	0	0	1.5	--	--
402	金 融 街	4.93	+1.86	0.78	--	0.39	房地产开发	[]	0	2023-04-29	0	0	0.15	--	--
403	派林生物	21.69	+1.17	2.08	29.54	2.29	生物制品	[]	0	2023-04-29	0	0	0.8	--	--
404	长虹华意	6.55	-3.96	5.54	15.56	1.24	家电零部件	[]	0	2023-03-30	0	0	2	--	--
407	胜利股份	3.78	+0.27	0.56	23.17	1.21	燃气	[]	0	2023-03-18	0	0	0.2	--	--
408	藏格矿业	22.57	-0.97	0.27	6.19	3.09	钾肥	[]	0	2023-04-06	0	0	9.6	2023-04-13	2023-04-12
409	云鼎科技	8.44	-2.54	4.16	122.00	3.97	综合	[]	0	2023-04-13	0	0	0	--	--
410	*ST沈机	6.55	-0.61	0.35	--	13.85	机床工具	[]	0	2023-04-29	0	0	0	--	--
411	英特集团	13.11	+2.50	4.31	28.44	1.83	医药商业	[]	0	2023-04-29	0	0	1.26	--	--
413	东旭光电	1.74	-1.69	0.55	--	0.44	显示器件	[]	0	2023-04-29	0	0	0	--	--
415	渤海租赁	2.29	-0.87	0.81	--	0.52	多元金融	[]	0	2023-04-28	0	0	0	--	--
416	*ST民控	2.60	+0.39	6.94	--	1.62	多元金融	[]	0	2023-04-26	0	0	0	--	--
417	合肥百货	4.99	+0.20	1.92	22.45	0.90	商业贸易	[]	0	2023-04-08	0	0	0.7	--	--
419	通程控股	5.52	-0.54	0.75	23.69	0.94	多业态零售	[]	0	2023-04-08	0	0	1.5	--	--
420	吉林化纤	4.01	-1.47	0.72	--	2.27	粘胶	[]	0	2023-04-29	0	0	0	--	--
421	南京公用	5.02	+0.80	0.79	40.63	1.01	燃气	[]	0	2023-04-13	0	0	1	--	--
422	湖北宜化	12.56	-0.48	0.79	6.46	2.30	化工	['全国社保基金一零六组合']	1	2023-04-15	0	0	1	--	--
423	东阿阿胶	52.80	-0.90	0.64	38.56	3.27	中药	[]	0	2023-03-25	0	0	11.6	--	--
425	徐工机械	6.43	+1.42	1.39	20.20	1.41	工程机械	[]	0	2023-04-29	0	0	1.5	--	--
426	兴业矿业	8.60	-0.12	1.71	124.23	2.84	铅锌	[]	0	2023-04-29	0	0	0.17	--	--
428	华天酒店	4.53	-1.52	1.54	--	2.62	酒店	[]	0	2023-04-28	0	0	0	--	--
429	粤高速Ａ	8.18	+1.36	0.68	13.61	1.80	高速公路	[]	0	2023-03-21	0	0	4.28	--	--
430	张家界	7.81	-2.50	2.27	--	2.93	自然景点	[]	0	2023-04-25	0	0	0	--	--
488	晨鸣纸业	4.90	-1.01	0.73	--	0.82	造纸	[]	0	2023-03-31	0	0	0	--	--
498	山东路桥	7.83	0.00	1.07	4.88	1.30	路桥施工	['全国社保基金四一三组合', '全国社保基金一一一组合']	2	2023-04-25	0	0	1.6	--	--
501	武商集团	11.24	0.00	1.06	33.15	0.79	商业贸易	[]	0	2023-03-31	0	0	0.5	--	--
503	国新健康	10.59	+0.28	1.82	--	14.37	医疗服务	[]	0	2023-04-27	0	0	0	--	--
504	南华生物	11.59	-3.17	1.04	--	306.16	生物制品	[]	0	2023-04-21	0	0	0	--	--
505	京粮控股	7.75	+0.26	0.67	39.76	1.82	粮油加工	[]	0	2023-03-31	0	0	0	--	--
506	中润资源	4.71	-2.28	7.37	--	7.23	房地产开发	[]	0	2023-04-28	0	0	0	--	--
507	珠海港	5.84	+0.52	1.30	17.37	1.07	港口	[]	0	2023-04-27	0	0	0.7	--	--
509	华塑控股	3.59	-1.10	0.39	--	29.32	医疗服务	[]	0	2023-04-15	0	0	0	--	--
510	新金路	6.11	-0.49	0.67	--	2.64	氯碱	[]	0	2023-04-08	0	0	0	--	--
513	丽珠集团	36.08	-1.07	0.81	17.42	2.36	化学制剂	['鹏华基金管理有限公司－社保基金16051组合']	1	2023-03-31	0	0	16	--	--
514	渝 开 发	4.05	+4.38	2.61	22.06	0.94	房地产开发	[]	0	2023-03-25	0	0	0.2	--	--
516	国际医学	10.51	-2.59	1.25	--	5.71	医疗服务	[]	0	2023-04-19	0	0	0	--	--
517	荣安地产	3.18	+2.91	3.58	12.89	1.03	房地产开发	[]	0	2023-04-29	0	0	3.2	--	--
518	四环生物	2.88	-1.03	0.69	--	5.51	生物制品	[]	0	2023-04-27	0	0	0	--	--
519	中兵红箭	18.04	-1.42	1.66	49.92	2.58	地面兵装	[]	0	2023-04-11	0	0	0.55	--	--
520	长航凤凰	3.25	-0.91	0.80	191.91	6.04	航运	[]	0	2023-04-28	0	0	0	--	--
521	长虹美菱	7.36	-3.54	6.56	20.94	1.43	冰箱	[]	0	2023-03-31	0	0	0.9	--	--
523	广州浪奇	3.30	-1.20	0.45	--	3.87	日用化学产品	[]	0	2023-03-31	0	0	0	--	--
524	岭南控股	10.72	-0.09	0.83	--	3.51	旅游综合	[]	0	2023-03-30	0	0	0	--	--
525	ST红太阳	8.21	+3.53	2.28	10.89	3.70	农药	[]	0	2023-04-29	0	0	0	--	--
526	学大教育	20.97	+10.02	10.30	166.74	5.62	移动互联网服务	[]	0	2023-04-25	0	0	0	--	--
528	柳 工	7.72	+0.13	2.20	22.83	0.94	工程机械	['全国社保基金四一三组合']	1	2023-04-28	0	0	1	--	--
529	广弘控股	7.21	-1.77	2.76	4.75	1.39	平面媒体	[]	0	2023-04-28	0	0	1.5	--	--
530	冰山冷热	4.83	-0.62	2.46	72.20	1.34	制冷空调设备	[]	0	2023-04-26	0	0	0.1	--	--
531	穗恒运Ａ	6.83	-0.73	0.75	86.16	1.11	公用事业	[]	0	2023-04-08	0	0	0.7	--	--
532	华金资本	10.93	0.00	0.73	26.18	2.87	被动元件	[]	0	2023-03-24	0	0	0.6	--	--
533	顺钠股份	4.06	-1.46	1.52	75.07	3.88	中压设备	[]	0	2023-04-15	0	0	0	--	--
534	万泽股份	17.03	-1.10	1.43	67.95	6.64	生物制品	['全国社保基金一零三组合']	1	2023-02-28	0	0	0.5	--	--
536	华映科技	1.96	-0.51	0.49	--	1.47	显示器件	[]	0	2023-04-18	0	0	0	--	--
537	广宇发展	11.82	+0.42	0.48	30.08	1.32	房地产开发	[]	0	2023-03-30	0	0	1	--	--
538	云南白药	58.65	-0.86	0.50	29.24	2.63	中药	['全国社保基金一一零组合']	1	2023-03-31	0	0	15.2	--	--
539	粤电力Ａ	6.18	-0.96	0.67	--	1.60	火电	[]	0	2023-04-01	0	0	0	--	--
540	*ST中天	0.63	-4.55	2.15	--	--	房地产开发	[]	0	2023-04-29	0	0	0	--	--
541	佛山照明	5.25	-1.13	0.44	30.52	1.37	电子	[]	0	2023-04-10	0	0	1	--	--
543	皖能电力	5.63	+0.72	1.09	30.87	1.00	火电	[]	0	2023-04-28	0	0	0.48	--	--
544	中原环保	7.45	+6.28	3.44	15.83	1.06	水务	[]	0	2023-03-31	0	0	1.5	--	--
545	金浦钛业	3.21	-0.93	0.55	--	2.16	其他化学原料	[]	0	2023-04-29	0	0	0	--	--
546	金圆股份	8.65	-0.35	1.30	--	1.39	水泥制造	[]	0	2023-04-29	0	0	0	--	--
547	航天发展	9.69	-0.10	1.10	--	1.76	地面兵装	[]	0	2023-04-22	0	0	0.35	--	--
548	湖南投资	5.04	+1.20	2.73	54.70	1.34	高速公路	[]	0	2023-03-30	0	0	0.2	--	--
550	江铃汽车	13.70	0.00	0.76	13.08	1.25	商用载货车	[]	0	2023-03-30	0	0	4.24	--	--
551	创元科技	9.47	-2.27	0.87	23.27	1.65	环保设备	[]	0	2023-04-11	0	0	0.7	--	--
552	甘肃能化	3.46	+0.29	1.42	5.63	1.16	煤炭开采	[]	0	2023-04-28	0	0	1.4	--	--
553	安道麦A	8.43	-1.06	0.17	74.11	0.86	农药	[]	0	2023-03-21	0	0	0.27	--	--
554	泰山石油	5.66	0.00	2.62	192.73	2.89	石油贸易	[]	0	2023-04-28	0	0	0.15	--	--
555	神州信息	12.61	+1.29	1.85	66.41	2.04	IT服务	[]	0	2023-03-31	0	0	0.32	--	--
557	西部创业	6.06	+1.00	3.03	35.87	1.55	铁路运输	[]	0	2023-04-25	0	0	0	--	--
558	莱茵体育	3.02	+2.72	4.14	--	3.56	房地产开发	[]	0	2023-04-29	0	0	0	--	--
559	万向钱潮	5.14	0.00	0.37	20.99	1.90	汽车零部件	[]	0	2023-03-28	0	0	2.7	--	--
560	我爱我家	3.18	0.00	2.50	--	0.72	房地产开发	[]	0	2023-04-28	0	0	0	--	--
561	烽火电子	8.81	+0.34	1.17	46.77	2.99	航空装备	[]	0	2023-04-12	0	0	0	--	--
563	陕国投Ａ	3.37	+0.30	1.07	17.30	1.04	多元金融	[]	0	2023-04-28	0	0	0.3	--	--
564	ST大集	1.39	-4.14	1.74	--	2.37	百货	[]	0	2023-04-29	0	0	0	--	--
565	渝三峡Ａ	5.60	0.00	0.60	--	1.89	涂料油漆油墨制造	[]	0	2023-04-27	0	0	0.15	--	--
566	海南海药	5.10	-2.11	1.71	201.42	3.05	化学制剂	[]	0	2023-04-11	0	0	0	--	--
567	海德股份	18.42	-2.54	0.73	--	3.20	多元金融	[]	0	2023-04-26	0	4.5	6.145	--	--
568	泸州老窖	223.79	+1.18	0.45	29.41	8.69	白酒	[]	0	2023-04-29	0	0	42.25	--	--
570	苏常柴Ａ	4.92	-0.40	0.91	26.36	1.03	内燃机	[]	0	2023-04-12	0	0	0.1	--	--
571	ST大洲	2.37	+3.04	2.97	--	5.30	煤炭开采	[]	0	2023-04-29	0	0	0	--	--
572	海马汽车	4.59	-2.13	0.64	--	3.69	乘用车	[]	0	2023-04-29	0	0	0	--	--
573	粤宏远Ａ	3.65	+1.39	2.14	41.41	1.40	房地产开发	[]	0	2023-04-01	0	0	0.8	--	--
576	甘化科工	10.35	-1.24	1.13	39.64	2.58	地面兵装	[]	0	2023-04-08	0	0	0	--	--
581	威孚高科	16.54	-1.14	1.10	--	0.92	汽车零部件	['全国社保基金四一三组合']	1	2023-04-28	0	0	1	--	--
582	北部湾港	8.88	-0.56	2.70	15.08	1.21	港口	['全国社保基金四一三组合']	1	2023-04-13	0	0	1.73	--	--
584	ST工智	6.17	-4.93	0.04	--	4.52	其它专用机械	[]	0	2023-04-29	0	0	0	--	--
586	汇源通信	11.06	-1.43	2.20	110.00	6.72	通信传输设备	[]	0	2023-04-07	0	0	0	--	--
589	贵州轮胎	5.72	-1.38	2.63	14.10	1.06	轮胎	[]	0	2023-04-25	0	0	2	--	--
590	启迪药业	8.79	-1.01	1.23	172.11	2.99	中药	[]	0	2023-03-28	0	0	0	--	--
591	太阳能	6.91	-1.14	1.19	17.85	1.21	新能源发电	[]	0	2023-04-13	0	0	1.28	--	--
592	平潭发展	2.42	-0.82	0.69	--	1.98	林业	[]	0	2023-04-25	0	0	0	--	--
593	德龙汇能	6.80	+0.15	0.81	49.07	2.23	燃气	[]	0	2023-03-31	0	0	0	--	--
595	宝塔实业	5.44	-1.27	0.77	--	9.55	机械基础件	[]	0	2023-04-20	0	0	0	--	--
596	古井贡酒	299.25	+2.38	0.52	43.77	7.88	白酒	[]	0	2023-04-29	0	0	30	--	--
597	东北制药	5.78	-1.87	1.00	23.56	1.77	化学制剂	[]	0	2023-03-30	0	0	1	--	--
598	兴蓉环境	5.39	+1.32	0.88	9.79	1.06	水务	[]	0	2023-04-26	0	0	1.12	--	--
599	青岛双星	4.13	-0.96	0.70	--	1.51	轮胎	[]	0	2023-03-31	0	0	0	--	--
600	建投能源	6.10	-0.65	1.92	--	1.13	火电	[]	0	2023-04-27	0	0	0.3	--	--
601	韶能股份	4.51	-1.10	0.51	--	1.08	公用事业	[]	0	2023-04-29	0	0	0	--	--
603	盛达资源	17.10	+1.30	3.18	34.13	3.94	铅锌	['全国社保基金六零二组合']	1	2023-04-29	0	0	0	--	--
605	渤海股份	6.13	+0.16	1.48	110.18	1.02	水务	[]	0	2023-04-29	0	0	0.2	--	--
606	*ST顺利			0.00	8.74	14.06	IT服务	[]	0	2023-04-29	0	0	0	--	--
607	华媒控股	6.04	-2.74	3.79	70.51	3.92	营销服务	[]	0	2023-04-29	0	0	0	--	--
608	阳光股份	2.93	+1.74	1.77	--	0.82	房地产开发	[]	0	2023-03-18	0	0	0	--	--
609	中迪投资	4.98	+3.11	2.92	--	2.73	房地产开发	[]	0	2023-04-29	0	0	0	--	--
610	西安旅游	16.25	-4.52	12.41	--	6.19	休闲服务	[]	0	2023-04-18	0	0	0	--	--
612	焦作万方	5.03	-1.37	0.87	48.40	1.13	铝	[]	0	2023-04-29	0	0	0.7	--	--
615	*ST美谷	4.26	-4.91	0.07	--	--	房地产开发	[]	0	2023-04-29	0	0	0	--	--
616	*ST海投	1.20	0.00	1.47	--	0.43	房地产开发	[]	0	2023-04-28	0	0	0	--	--
617	中油资本	8.30	+7.37	3.48	19.48	1.07	多元金融	[]	0	2023-04-01	0	0	1.17	--	--
619	海螺新材	6.36	-0.63	0.92	--	1.04	其他建材	[]	0	2023-03-25	0	0	0	--	--
620	*ST新联	1.62	-4.71	1.48	--	--	房地产开发	[]	0	2023-04-29	0	0	0	--	--
622	恒立实业	4.49	+0.90	1.37	--	9.99	汽车零部件	[]	0	2023-04-27	0	0	0	--	--
623	吉林敖东	17.48	+0.17	2.13	9.21	0.78	化学制剂	[]	0	2023-04-19	0	0	3	--	--
625	长安汽车	11.80	-1.67	1.00	11.44	1.69	乘用车	[]	0	2023-04-18	0	0	2.36	--	--
626	远大控股	8.10	-1.34	0.42	34.61	1.36	贸易	[]	0	2023-04-25	0	0	0	--	--
627	天茂集团	3.57	-0.28	1.03	102.57	0.81	保险	[]	0	2023-04-22	0	0	1.1	--	--
628	高新发展	14.69	-0.54	1.99	23.63	2.92	房屋建设	[]	0	2023-04-08	0	0	0.25	--	--
629	钒钛股份	4.16	-1.42	0.60	29.74	3.92	其他采掘	['全国社保基金五零三组合']	1	2023-03-28	0	0	0	--	--
630	铜陵有色	3.22	-3.01	1.33	12.30	1.31	铜	['全国社保基金一一八组合']	1	2023-04-15	0	0	0.5	--	--
631	顺发恒业	3.35	+1.82	0.41	58.77	1.32	房地产开发	[]	0	2023-03-31	0	0	2.75	--	--
632	三木集团	4.33	+1.17	1.61	131.75	1.40	综合	[]	0	2023-04-29	0	0	0	--	--
633	合金投资	10.63	+1.82	2.38	865.47	23.39	有色金属	[]	0	2023-04-12	0	0	0	--	--
635	英 力 特	8.90	-1.22	0.95	--	1.28	氯碱	[]	0	2023-04-25	0	0	0	--	--
636	风华高科	15.48	-0.96	0.93	87.35	1.50	被动元件	[]	0	2023-03-28	0	0	1	--	--
637	ST实华	4.25	-4.92	0.02	--	2.59	石油加工	[]	0	2023-04-29	0	0	0.3	--	--
638	万方发展	5.93	-2.15	2.11	390.19	10.33	综合	[]	0	2023-04-29	0	0	0	--	--
639	西王食品	4.89	+0.20	0.81	--	1.62	食品综合	[]	0	2023-04-28	0	0	0	--	--
650	仁和药业	6.69	-0.74	3.23	15.58	1.58	中药	['全国社保基金一一八组合']	1	2023-04-26	0	0	2	--	--
651	格力电器	35.15	-0.76	1.98	8.04	1.94	空调	[]	0	2023-04-29	0	0	10	--	--
652	泰达股份	4.29	+0.47	0.83	35.09	1.15	综合	[]	0	2023-04-12	0	0	0.2	--	--
655	金岭矿业	6.71	-1.61	0.79	22.35	1.30	其他采掘	[]	0	2023-03-25	0	0	0.5	--	--
656	金科股份	1.44	+1.41	2.96	--	0.63	房地产开发	[]	0	2023-04-29	0	0	0	--	--
657	中钨高新	12.94	-1.07	0.79	26.43	2.53	钨	['全国社保基金一零八组合']	1	2023-04-28	0	3	0	--	--
659	珠海中富	3.03	-0.98	0.48	--	10.27	包装印刷	[]	0	2023-04-27	0	0	0	--	--
661	长春高新	164.78	-0.84	0.80	17.28	3.52	生物制品	[]	0	2023-04-22	0	0	10	2023-04-28	2023-04-27
663	永安林业	9.60	+0.84	2.60	10.39	3.36	家具	[]	0	2023-03-16	0	0	0	--	--
665	湖北广电	6.05	-1.14	2.36	--	1.20	有线电视网络	[]	0	2023-04-21	0	0	0	--	--
666	经纬纺机	9.42	0.00	2.76	15.95	0.66	多元金融	[]	0	2023-04-29	0	0	0.65	--	--
667	ST美置	0.93	-5.10	1.91	--	1.32	房地产开发	[]	0	2023-04-29	0	0	0	--	--
668	荣丰控股	11.25	-1.32	1.14	--	1.36	房地产开发	[]	0	2023-04-28	0	0	0	--	--
669	ST金鸿	1.83	-1.08	0.45	--	2.72	燃气	[]	0	2023-04-22	0	0	0	--	--
670	盈方微	7.11	-1.39	1.92	7,953.73	79.23	电子	[]	0	2023-04-28	0	0	0	--	--
671	ST阳光城	1.31	-5.07	0.10	--	1.16	房地产开发	[]	0	2023-04-29	0	0	0	--	--
672	上峰水泥	11.14	-0.89	0.67	13.84	1.26	水泥制造	[]	0	2023-04-20	0	0	3.5	--	--
676	智度股份	6.82	+0.89	6.15	--	2.47	移动互联网服务	[]	0	2023-04-27	0	0	0	--	--
677	恒天海龙	2.78	-0.71	0.48	55.61	5.66	化工	[]	0	2023-04-26	0	0	0	--	--
678	襄阳轴承	5.13	-1.35	0.97	--	2.78	汽车零部件	[]	0	2023-04-28	0	0	0	--	--
679	大连友谊	5.14	-0.39	1.35	--	5.08	房地产开发	[]	0	2023-04-15	0	0	0	--	--
680	山推股份	4.64	+0.43	1.83	15.96	1.38	工程机械	[]	0	2023-04-29	0	0	0.76	--	--
681	视觉中国	17.69	+4.80	17.02	98.88	3.63	互联网信息服务	[]	0	2023-04-28	0	0	0.15	--	--
682	东方电子	8.84	-1.12	1.52	26.08	2.80	电网自动化	['全国社保基金五零三组合', '汇添富基金管理股份有限公司－社保基金四二三组合']	2	2023-04-19	0	0	0.75	--	--
683	远兴能源	6.98	-3.86	1.64	10.03	1.91	纯碱	[]	0	2023-03-31	0	0	1.5	--	--
685	中山公用	7.76	+1.57	1.58	9.79	0.72	水务	[]	0	2023-04-27	0	0	2.2	--	--
686	东北证券	7.80	+1.04	4.05	21.14	0.99	证券	[]	0	2023-04-15	0	0	1	--	--
688	国城矿业	17.46	-0.17	0.33	122.06	7.05	铅锌	[]	0	2023-04-25	0	0	0.35	--	--
690	宝新能源	6.94	+1.76	2.39	73.62	1.33	公用事业	[]	0	2023-04-18	0	0	0.3	--	--
691	亚太实业	4.38	+1.86	2.28	242.04	9.89	房地产开发	[]	0	2023-04-27	0	0	0	--	--
692	*ST惠天	2.74	-1.08	1.07	--	--	热电	[]	0	2023-04-25	0	0	0	--	--
695	滨海能源	14.35	-2.18	1.30	--	17.94	包装印刷	[]	0	2023-04-21	0	0	0	--	--
697	*ST炼石	6.55	-1.65	1.07	--	--	航空装备	[]	0	2023-03-22	0	0	0	--	--
698	沈阳化工	4.35	-0.91	0.72	--	1.88	石油加工	[]	0	2023-04-29	0	0	0	--	--
700	模塑科技	4.93	-3.90	1.34	9.61	1.46	汽车零部件	[]	0	2023-04-25	0	0	0	--	--
