股票id	股票名	价格	涨跌幅(%)	换手率(%)	市盈率	市净率	行业板块	社保基金	社保基金数	公告日期	送股	转股	派息	除权日	登记日
605068	明新旭腾	21.52	-1.01	1.99	45.21	2.12	汽车零部件	['广发基金管理有限公司－社保基金2003组合']	1	2023-04-21	0	0	1	--	--
605069	正和生态	9.16	+0.66	1.27	--	1.33	环保工程及服务	[]	0	2023-04-27	0	0	0	--	--
605077	华康股份	26.14	-3.51	1.80	16.63	2.17	食品综合	[]	0	2023-04-24	0	0	6	2023-04-28	2023-04-27
605080	浙江自然	44.38	-1.99	0.50	22.99	2.42	其他纺织	[]	0	2023-04-27	0	4	2.2	--	--
605081	太和水	16.64	-0.30	1.68	--	1.18	园林工程	[]	0	2023-04-28	0	0	0	--	--
605086	龙高股份	19.22	-2.09	1.47	25.12	2.17	其他采掘	[]	0	2023-04-20	0	0	3.3	--	--
605088	冠盛股份	15.68	+0.71	4.16	10.74	1.50	汽车零部件	[]	0	2023-04-12	0	0	5	--	--
605089	味知香	67.49	+2.21	2.38	47.16	5.40	食品综合	['全国社保基金一一七组合']	1	2023-04-26	0	3.8	8	--	--
605090	九丰能源	22.10	-1.52	1.13	12.03	1.94	燃气	[]	0	2023-04-19	0	0	3	2023-04-25	2023-04-24
605098	行动教育	34.46	+2.04	4.45	33.70	3.75	综合	[]	0	2023-04-21	0	0	20	--	--
605099	共创草坪	21.94	-0.32	1.61	19.35	3.71	其他轻工制造	[]	0	2023-03-28	0	0	5.6	--	--
605100	华丰股份	15.03	+0.67	8.70	68.00	1.41	机械基础件	[]	0	2023-04-15	0	0	1	--	--
605108	同庆楼	35.13	+2.15	5.42	63.83	4.44	餐饮	[]	0	2023-04-26	0	0	0.75	--	--
605111	新洁能	45.08	-2.51	2.64	34.67	2.82	分立器件	['全国社保基金四零六组合']	1	2023-04-18	0	4	4.09	2023-04-24	2023-04-21
605116	奥锐特	25.22	-1.56	1.10	47.44	5.91	化学原料药	['全国社保基金一一一组合']	1	2023-04-15	0	0	1.6	--	--
605117	德业股份	250.50	-3.02	3.70	30.32	13.01	家电零部件	[]	0	2023-04-18	0	8	22.6	--	--
605118	力鼎光电	12.52	-0.79	2.04	35.80	3.70	光学元件	[]	0	2023-04-26	0	0	1.2	--	--
605122	四方新材	15.19	+0.20	0.63	--	1.18	其他建材	[]	0	2023-04-27	0	0	0	--	--
605123	派克新材	106.28	-1.73	2.28	24.69	3.22	航空装备	['中信证券股份有限公司－社保基金17052组合', '中信证券股份有限公司－社保基金17051组合', '全国社保基金四一八组合']	3	2023-04-28	0	0	5.18	--	--
605128	上海沿浦	34.73	-1.14	1.88	61.43	2.58	汽车零部件	[]	0	2023-04-21	0	0	1.25	--	--
605133	嵘泰股份	26.91	-3.38	4.69	36.57	2.35	汽车零部件	['全国社保基金一一六组合']	1	2023-04-06	0	0	1.7	--	--
605136	丽人丽妆	14.38	+0.49	5.56	--	2.33	营销服务	[]	0	2023-03-31	0	0	0	--	--
605138	盛泰集团	8.83	-0.67	0.73	13.22	1.99	其他服装	[]	0	2023-04-25	0	0	2.04	--	--
605151	西上海	17.32	-1.59	1.07	20.34	1.77	物流	[]	0	2023-04-25	0	0	2.9	--	--
605155	西大门	13.94	0.00	1.76	23.68	1.63	其他化学制品	[]	0	2023-04-27	0	0	2	--	--
605158	华达新材	7.33	+0.27	6.35	15.38	1.68	其他建材	[]	0	2023-04-21	0	0	1.2	--	--
605162	新中港	8.59	-0.92	1.29	34.04	2.92	热电	[]	0	2023-04-27	0	0	1.5	--	--
605166	聚合顺	10.75	-1.19	1.05	14.77	2.12	其他纤维	[]	0	2023-04-07	0	0	2.11	--	--
605167	利柏特	9.37	-3.30	2.67	26.54	2.82	化学工程	[]	0	2023-04-03	0	0	0.35	--	--
605168	三人行	138.00	-9.33	8.67	17.12	5.15	营销服务	['全国社保基金一一八组合', '全国社保基金一一六组合']	2	2023-04-12	0	4.5	22	--	--
605169	洪通燃气	10.34	-0.96	0.99	24.13	1.67	燃气	[]	0	2023-04-12	0	0	2	--	--
605177	东亚药业	22.21	-6.09	6.36	23.99	1.35	化学原料药	[]	0	2023-04-11	0	0	2.9	--	--
605178	时空科技	21.24	+0.24	0.64	--	1.22	装修装饰	[]	0	2023-03-15	0	0	0	--	--
605179	一鸣食品	10.85	-0.82	3.84	--	4.02	乳品	[]	0	2023-04-29	0	0	0	--	--
605180	华生科技	15.32	-0.39	1.81	42.28	1.79	其他纺织	[]	0	2023-04-28	0	3	2	--	--
605183	确成股份	17.39	-0.97	0.72	19.06	2.65	炭黑	[]	0	2023-04-20	0	0	2.5	--	--
605186	健麾信息	45.40	-4.00	4.11	52.07	6.08	其它专用机械	[]	0	2023-04-29	0	0	0.9	--	--
605188	国光连锁	7.66	+0.26	4.79	125.20	3.35	超市	[]	0	2023-04-27	0	0	0.1	--	--
605189	富春染织	20.10	-1.18	2.20	15.73	1.51	棉纺	[]	0	2023-03-14	0	2	2.7	--	--
605196	华通线缆	7.01	-1.54	2.39	13.05	1.41	线缆部件及其他	[]	0	2023-04-25	0	0	0.51	--	--
605198	安德利	18.28	-8.78	5.62	29.20	2.69	果蔬加工	[]	0	2023-04-01	0	0	1	--	--
605199	葫芦娃	17.04	-2.18	5.30	70.78	6.47	中药	[]	0	2023-04-18	0	0	0	--	--
605208	永茂泰	12.18	-2.40	2.06	--	1.50	铝	[]	0	2023-04-08	0	3	0.39	--	--
605218	伟时电子	13.83	-2.05	1.76	29.17	2.43	显示器件	[]	0	2023-04-11	0	0	1	--	--
605222	起帆电缆	20.27	-1.22	2.24	22.86	2.05	线缆部件及其他	['全国社保基金五零二组合']	1	2023-04-27	0	0	1.06	--	--
605228	神通科技	8.46	-5.58	5.11	122.39	2.43	汽车零部件	[]	0	2023-03-22	0	0	0	--	--
605255	天普股份	14.21	-0.14	1.58	77.99	2.24	汽车零部件	[]	0	2023-04-26	0	0	2.2	--	--
605258	协和电子	22.66	+0.35	2.17	40.68	1.72	印制电路板	[]	0	2023-04-18	0	0	2	--	--
605259	绿田机械	36.15	-0.36	2.60	13.89	2.08	其它通用机械	[]	0	2023-04-21	0	4	10	--	--
605266	健之佳	81.24	+0.52	1.32	19.73	3.03	医药商业	[]	0	2023-04-27	0	3	14.6	--	--
605268	王力安防	9.41	-0.11	1.51	--	2.50	家具	[]	0	2023-04-26	0	0	2	--	--
605277	新亚电子	15.99	-2.56	4.80	22.17	2.51	线缆部件及其他	[]	0	2023-04-27	0	3.7	2	--	--
605286	同力日升	29.60	-2.25	3.65	38.03	3.20	楼宇设备	[]	0	2023-04-28	0	0	1.2	--	--
605287	德才股份	25.21	+0.60	4.92	12.32	1.44	装修装饰	[]	0	2023-04-29	0	4	2	--	--
605288	凯迪股份	37.74	+0.11	4.28	44.23	1.26	电气自动化设备	[]	0	2023-04-28	0	0	2.7	--	--
605289	罗曼股份	26.77	-3.98	4.02	--	2.32	装修装饰	[]	0	2023-04-26	0	0	0	--	--
605296	神农集团	23.58	-2.28	2.32	41.28	2.70	畜禽养殖	[]	0	2023-04-26	0	0	2.5	--	--
605298	必得科技	13.75	-0.36	0.95	47.90	1.98	铁路设备	[]	0	2023-04-29	0	0	1.5	--	--
605299	舒华体育	12.32	-1.99	4.87	45.83	3.89	文娱用品	[]	0	2023-05-04	0	0	2.5	2023-05-10	2023-05-09
605300	佳禾食品	20.93	+5.28	7.70	51.87	4.02	食品综合	[]	0	2023-04-29	0	0	0.9	--	--
605303	园林股份	11.25	+1.53	1.83	--	1.33	园林工程	[]	0	2023-04-29	0	0	0	--	--
605305	中际联合	34.86	-4.26	2.66	41.93	2.43	其它专用机械	[]	0	2023-04-22	0	0	3.1	--	--
605318	法狮龙	13.17	-1.64	2.10	216.44	2.16	其他建材	[]	0	2023-04-27	0	0	3	--	--
605319	无锡振华	14.69	-0.94	1.00	41.17	1.90	汽车零部件	[]	0	2023-04-28	0	0	0	--	--
605333	沪光股份	14.66	-2.20	2.55	703.64	4.38	汽车零部件	[]	0	2023-04-26	0	0	0	--	--
605336	帅丰电器	16.79	-0.59	1.64	14.30	1.58	小家电	[]	0	2023-04-21	0	0	6.97	--	--
605337	李子园	26.73	+1.60	5.46	33.88	4.54	软饮料	['全国社保基金一一一组合', '汇添富基金管理股份有限公司－社保基金17021组合']	2	2023-04-27	0	3	3	--	--
605338	巴比食品	25.88	-0.58	1.33	24.72	3.07	食品综合	[]	0	2023-04-07	0	0	3.2	--	--
605339	南侨食品	22.61	-2.08	2.14	66.05	2.94	食品综合	[]	0	2023-03-14	0	0	3	--	--
605358	立昂微	43.00	-2.69	2.61	60.11	3.64	集成电路	[]	0	2023-04-22	0	0	4.2	--	--
605365	立达信	14.84	-1.85	2.06	17.24	2.22	LED	[]	0	2023-04-26	0	0	3	--	--
605366	宏柏新材	12.63	-2.77	1.85	23.39	2.74	其他化学制品	[]	0	2023-03-15	0	4	2.5	--	--
605368	DR蓝天燃	8.92	-3.15	3.82	10.31	1.14	燃气	[]	0	2023-04-26	0	4	10	2023-05-05	2023-05-04
605369	拱东医疗	60.34	-2.47	2.96	26.15	4.20	医疗器械	[]	0	2023-04-25	0	0	3	--	--
605376	博迁新材	32.14	-2.19	1.83	74.86	4.97	其他稀有小金属	[]	0	2023-04-28	0	0	3	--	--
605377	华旺科技	19.54	-1.61	2.31	14.04	1.75	造纸	[]	0	2023-03-08	0	0	5.2	--	--
605378	野马电池	21.71	-0.64	1.62	27.08	2.41	储能设备	[]	0	2023-04-26	0	0	5	--	--
605388	均瑶健康	14.23	-0.35	2.02	74.38	3.15	软饮料	[]	0	2023-04-20	0	0	1	--	--
605389	长龄液压	24.57	-1.17	1.74	30.06	1.78	机械基础件	[]	0	2023-04-22	0	0	3.5	--	--
605398	新炬网络	36.13	+1.95	9.77	50.74	2.92	IT服务	[]	0	2023-04-13	0	4	1.5	--	--
605399	晨光新材	25.41	-2.27	2.71	12.48	2.73	其他化学制品	[]	0	2023-04-19	0	3	4	--	--
605488	福莱新材	15.60	-1.89	9.48	39.28	2.60	其他塑料制品	[]	0	2023-03-31	0	0	2	--	--
605499	东鹏饮料	174.36	+1.96	1.72	43.78	12.56	软饮料	['全国社保基金一一五组合', '全国社保基金一零八组合']	2	2023-04-22	0	0	20	--	--
605500	森林包装	10.35	+0.29	0.94	25.27	1.30	造纸	[]	0	2023-04-25	0	4	1.5	--	--
605507	国邦医药	22.75	-1.86	0.78	13.89	1.73	化学原料药	['全国社保基金一一三组合']	1	2023-04-15	0	0	6	--	--
605555	德昌股份	19.32	-2.67	2.16	18.31	1.99	小家电	[]	0	2023-04-28	0	4	5	--	--
605566	福莱蒽特	21.98	+0.09	0.51	76.18	1.46	纺织化学用品	[]	0	2023-04-25	0	0	0.35	--	--
605567	春雪食品	13.74	-0.15	1.39	36.21	2.37	肉制品	[]	0	2023-04-27	0	0	1.5	--	--
605577	龙版传媒	15.03	-6.53	12.01	13.90	1.87	平面媒体	[]	0	2023-04-26	0	0	1.1	--	--
605580	恒盛能源	15.03	-0.33	3.68	24.07	3.29	热电	[]	0	2023-04-27	0	4	6	2023-05-09	2023-05-08
605588	冠石科技	32.69	-4.02	3.41	31.38	2.34	显示器件	[]	0	2023-04-28	0	0	1.12	--	--
605589	圣泉集团	19.41	-3.58	1.52	21.53	1.76	其他化学制品	['全国社保基金一一一组合']	1	2023-04-11	0	0	2	--	--
605598	上海港湾	37.27	+2.59	9.36	80.37	4.14	其他专业工程	[]	0	2023-04-26	0	4	0.92	--	--
605599	菜百股份	12.60	-1.10	1.13	19.03	2.68	珠宝首饰	[]	0	2023-04-26	0	0	4.6	--	--
